system   D            wsystem.c:589  maybe_parent_dir                 [   0.00178] Also searching C:\Users\Michael\Documents\Visual Studio 2012\Projects\Pong\
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18441] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18481] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18482] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18483] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18483] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18484] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18485] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18486] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18486] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.18487] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.18488] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.18489] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.18490] Found a format
d3d      I         d3d_disp.cpp:2286 _al_d3d_create_bitmap            [   0.18491] Chose bitmap format 9
font     D                ttf.c:215  alloc_glyph_region               [   0.18535] glyph 6x16 (8x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18711] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18712] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18727] glyph 4x15 (4x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18775] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18776] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18794] glyph 14x12 (16x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18840] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18841] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18854] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18900] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18901] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18913] glyph 7x12 (8x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18957] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18959] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18970] glyph 13x15 (16x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19021] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19022] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19036] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19084] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19086] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19098] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19143] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19144] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19157] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19202] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19203] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19213] glyph 4x12 (4x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19257] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19258] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19272] glyph 11x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19317] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19318] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19328] glyph 4x6 (4x8)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19373] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19375] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19390] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19434] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19435] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19447] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19491] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19492] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19502] glyph 12x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19547] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19548] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19557] glyph 7x4 (8x4)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19604] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19605] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19619] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19663] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19664] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19675] glyph 4x15 (4x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19719] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19720] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19730] glyph 12x4 (12x4)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19775] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19776] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19789] glyph 11x16 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19833] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19835] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19849] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19895] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19896] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.19911] glyph 11x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.19957] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.19958] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:793  al_load_ttf_font_stretch_f       [   0.20013] Font ARIAL.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:795  al_load_ttf_font_stretch_f       [   0.20015]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.20017] added dtor for object 05C17FB0, func 0FA81C7B
font     D                ttf.c:215  alloc_glyph_region               [   0.20032] glyph 7x15 (8x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.20091] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.20093] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.20136] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.20193] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.20195] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.20223] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.20375] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.20376] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.20454] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.20504] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.20506] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20759] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20760] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20761] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20762] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20763] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20764] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20764] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20765] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.20766] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.20767] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.20767] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.20768] Found a format
d3d      I         d3d_disp.cpp:2286 _al_d3d_create_bitmap            [   0.20769] Chose bitmap format 9
font     D                ttf.c:215  alloc_glyph_region               [   0.20988] glyph 12x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.21274] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.21276] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.21293] glyph 10x16 (12x16)
font     D                ttf.c:215  alloc_glyph_region               [   0.21300] glyph 10x12 (12x12)
font     D                ttf.c:215  alloc_glyph_region               [   0.21307] glyph 10x15 (12x16)
font     D                ttf.c:215  alloc_glyph_region               [   0.21312] glyph 13x15 (16x16)
font     D                ttf.c:215  alloc_glyph_region               [   0.21320] glyph 10x12 (12x12)
font     D                ttf.c:215  alloc_glyph_region               [   0.21332] glyph 17x12 (20x12)
font     D                ttf.c:215  alloc_glyph_region               [   0.21339] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.21444] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.21446] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.21474] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.21475] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.21502] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.21503] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.21533] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.21535] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.21564] glyph 7x15 (8x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.21602] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.21604] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.21704] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.21706] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.23173] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.23221] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.23223] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.23314] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.23315] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.24851] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.24903] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.24905] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.24999] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.25001] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.26510] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.26558] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.26559] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.26651] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.26653] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.28174] glyph 7x15 (8x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.28221] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.28222] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.28312] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.28314] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.31481] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.31527] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.31528] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.31557] glyph 11x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.31622] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.31625] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.31656] glyph 11x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.31736] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.31738] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.31830] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.31832] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.31861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.31863] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.31983] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.31986] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.33174] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.33228] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.33232] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.33332] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.33336] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.36499] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.36565] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.36569] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.36758] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.36762] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.41519] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.41592] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.41596] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.41754] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.41757] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.51521] glyph 11x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.51592] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.51595] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.51752] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.51756] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.61519] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.61589] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.61593] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.61735] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.61739] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   7.24850] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   7.24923] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   7.24926] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   7.25093] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   7.25097] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   7.71528] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   7.71604] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   7.71608] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   7.71771] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   7.71775] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [  19.44860] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [  19.44932] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [  19.44936] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [  19.45093] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [  19.45097] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [  19.91497] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [  19.91574] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [  19.91575] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [  19.91720] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [  19.91722] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  28.57500] removed dtor for object 032608B8
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [  28.57508] destroying display 0065F698 (current 00000000)
bitmap   D             bitmap.c:1049 _al_convert_to_memory_bitmap     [  28.57512] converting display bitmap 05C1DE18 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  28.57542] added dtor for object 032DC608, func 0FA82725
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [  28.57592] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [  28.57595] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  28.57612] removed dtor for object 032DC608
bitmap   D             bitmap.c:1049 _al_convert_to_memory_bitmap     [  28.57650] converting display bitmap 032CFD90 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  28.57665] added dtor for object 032DC608, func 0FA82725
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [  28.57708] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [  28.57711] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  28.57727] removed dtor for object 032DC608
bitmap   D             bitmap.c:1049 _al_convert_to_memory_bitmap     [  28.57768] converting display bitmap 032CEE30 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  28.57784] added dtor for object 032DC608, func 0FA82725
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [  28.57821] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [  28.57823] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  28.57839] removed dtor for object 032DC608
bitmap   D             bitmap.c:1049 _al_convert_to_memory_bitmap     [  28.57897] converting display bitmap 0328BEA8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  28.57912] added dtor for object 032DC608, func 0FA82725
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [  28.57955] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [  28.57957] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  28.57973] removed dtor for object 032DC608
d3d      D         d3d_disp.cpp:901  d3d_destroy_display_internals    [  28.58014] waiting for display 0065F698's thread to end
d3d      W         d3d_disp.cpp:624  d3d_destroy_device               [  28.58717] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1522 d3d_display_thread_proc          [  28.63284] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  28.63383] removed dtor for object 006CF8D8
dtor     D               dtor.c:214  _al_unregister_destructor        [  28.64708] removed dtor for object 006CFB50
dtor     D               dtor.c:214  _al_unregister_destructor        [  28.64713] removed dtor for object 03287220
dtor     D               dtor.c:114  _al_run_destructors              [  28.64772] calling dtor for object 05C17FB0, func 0FA81C7B
dtor     D               dtor.c:214  _al_unregister_destructor        [  28.64774] removed dtor for object 05C17FB0
dtor     D               dtor.c:114  _al_run_destructors              [  28.64856] calling dtor for object 032607F0, func 0FA81C7B
